#,Time,Latitude,Longitude,Lap Lenght,Garmin Lap Lenght,Distance,Garmin Distance,Garmin Lap Delta,Garmin Total Delta
70,1358065927,45.659098,9.270735,0.003418,0.003420,0.812566,0.816150,0.073469,0.441033
71,1358065932,45.658964,9.270806,0.015947,0.016090,0.828513,0.832240,0.899313,0.449854
72,1358065937,45.658841,9.270898,0.015396,0.015440,0.843909,0.847680,0.283302,0.446815
73,1358065943,45.658690,9.271025,0.019515,0.019300,0.863424,0.866980,-1.101562,0.411819
74,1358065944,45.658667,9.271033,0.002531,0.002540,0.865955,0.869520,0.354251,0.411651
75,1358065949,45.658560,9.271100,0.013027,0.012980,0.878983,0.882500,-0.363368,0.400165
76,1358065955,45.658423,9.271213,0.017563,0.017570,0.896545,0.900070,0.042366,0.393156
77,1358065961,45.658276,9.271336,0.018927,0.018780,0.915472,0.918850,-0.774723,0.369011
78,1358065968,45.658113,9.271429,0.019522,0.019530,0.934994,0.938380,0.041361,0.362170
79,1358065974,45.657980,9.271537,0.017086,0.017090,0.952080,0.955470,0.022706,0.356078
80,1358065980,45.657857,9.271617,0.014933,0.014930,0.967013,0.970400,-0.018600,0.350292
81,1358065981,45.657835,9.271638,0.002969,0.002970,0.969981,0.973370,0.047345,0.349365
82,1358065984,45.657768,9.271702,0.008957,0.008950,0.978938,0.982320,-0.075292,0.345479
83,1358065985,45.657747,9.271723,0.002840,0.002850,0.981778,0.985170,0.357510,0.345514
84,1358065990,45.657667,9.271861,0.013941,0.014240,0.995719,0.999410,2.142494,0.370674
85,1358065991,45.657656,9.271898,0.003138,0.003140,0.998857,1.002550,0.059874,0.369697
86,1358065993,45.657633,9.271965,0.005811,0.005870,1.004668,1.008420,1.012347,0.373415
87,1358065995,45.657588,9.272025,0.006829,0.006820,1.011497,1.015240,-0.129432,0.370020
88,1358066001,45.657451,9.272197,0.020242,0.020290,1.031739,1.035530,0.236404,0.367398
89,1358066002,45.657426,9.272229,0.003733,0.003730,1.035473,1.039260,-0.084525,0.365769
90,1358066007,45.657321,9.272369,0.015920,0.015930,1.051392,1.055190,0.064742,0.361211
91,1358066013,45.657194,9.272526,0.018704,0.018710,1.070096,1.073900,0.033417,0.355482
92,1358066019,45.657059,9.272696,0.019989,0.020030,1.090085,1.093930,0.206673,0.352753
93,1358066020,45.657037,9.272721,0.003169,0.003160,1.093254,1.097090,-0.302153,0.350854
94,1358066025,45.656912,9.272867,0.017896,0.017920,1.111150,1.115010,0.132981,0.347345
95,1358066031,45.656777,9.273045,0.020368,0.020390,1.131518,1.135400,0.109552,0.343065
96,1358066032,45.656756,9.273074,0.003318,0.003330,1.134836,1.138730,0.366401,0.343133
97,1358066039,45.656607,9.273275,0.022742,0.022770,1.157578,1.161500,0.123687,0.338822
98,1358066046,45.656487,9.273446,0.018827,0.018860,1.176405,1.180360,0.173294,0.336173
99,1358066052,45.656382,9.273601,0.016772,0.016790,1.193177,1.197150,0.108306,0.332970
100,1358066059,45.656250,9.273802,0.021440,0.021470,1.214617,1.218620,0.141285,0.329586
101,1358066067,45.656113,9.274014,0.022425,0.022460,1.237042,1.241080,0.155210,0.326425
102,1358066074,45.656002,9.274183,0.018058,0.018090,1.255100,1.259170,0.174935,0.324245
103,1358066079,45.655918,9.274306,0.013414,0.013430,1.268515,1.272600,0.117286,0.322057
104,1358066086,45.655782,9.274498,0.021207,0.021270,1.289722,1.293870,0.295519,0.321621
105,1358066092,45.655663,9.274658,0.018150,0.018180,1.307872,1.312050,0.165090,0.319448
106,1358066098,45.655546,9.274811,0.017602,0.017630,1.325474,1.329680,0.156882,0.317289
107,1358066106,45.655388,9.274986,0.022264,0.022290,1.347738,1.351970,0.117019,0.313981
108,1358066107,45.655367,9.275011,0.002969,0.002970,1.350707,1.354940,0.038628,0.313376
109,1358066113,45.655232,9.275150,0.018540,0.018560,1.369247,1.373500,0.108665,0.310604
110,1358066119,45.655083,9.275277,0.019267,0.019260,1.388514,1.392760,-0.037827,0.305769
111,1358066125,45.654933,9.275415,0.019812,0.019860,1.408326,1.412620,0.244546,0.304908
112,1358066130,45.654808,9.275529,0.016497,0.016500,1.424823,1.429120,0.019058,0.301598
113,1358066136,45.654657,9.275641,0.018881,0.018910,1.443703,1.448030,0.155132,0.299683
114,1358066142,45.654519,9.275750,0.017609,0.017610,1.461313,1.465640,0.004721,0.296128
115,1358066149,45.654347,9.275883,0.021698,0.021700,1.483010,1.487340,0.011026,0.291957
116,1358066156,45.654190,9.276009,0.020081,0.020090,1.503091,1.507430,0.045319,0.288662
117,1358066157,45.654167,9.276026,0.002827,0.002830,1.505918,1.510260,0.109848,0.288326
118,1358066164,45.654016,9.276140,0.019002,0.019010,1.524920,1.529270,0.042019,0.285257
119,1358066170,45.653880,9.276251,0.017387,0.017410,1.542307,1.546680,0.130526,0.283513
120,1358066176,45.653740,9.276355,0.017592,0.017600,1.559899,1.564280,0.045635,0.280830
121,1358066183,45.653569,9.276490,0.021669,0.021670,1.581568,1.585950,0.005605,0.277059
122,1358066190,45.653414,9.276600,0.019282,0.019290,1.600850,1.605240,0.042213,0.274231
123,1358066196,45.653288,9.276705,0.016182,0.016180,1.617032,1.621420,-0.011316,0.271373
124,1358066201,45.653185,9.276764,0.012318,0.012320,1.629350,1.633740,0.015345,0.269438
125,1358066206,45.653070,9.276867,0.015072,0.015160,1.644422,1.648900,0.583995,0.272321
126,1358066212,45.652935,9.276980,0.017429,0.017440,1.661851,1.666340,0.065049,0.270147
127,1358066217,45.652823,9.277056,0.013794,0.013820,1.675644,1.680160,0.189671,0.269484
128,1358066223,45.652689,9.277141,0.016290,0.016290,1.691934,1.696450,0.001310,0.266902
129,1358066228,45.652578,9.277221,0.013799,0.013830,1.705733,1.710280,0.225059,0.266564
130,1358066233,45.652467,9.277286,0.013418,0.013440,1.719151,1.723720,0.166330,0.265782
131,1358066238,45.652348,9.277367,0.014567,0.014520,1.733717,1.738240,-0.320011,0.260860
132,1358066243,45.652230,9.277473,0.015496,0.015430,1.749214,1.753670,-0.427434,0.254762
133,1358066248,45.652102,9.277573,0.016284,0.016250,1.765498,1.769920,-0.211414,0.250462
134,1358066253,45.651975,9.277677,0.016208,0.016150,1.781706,1.786070,-0.358504,0.244923
135,1358066258,45.651823,9.277821,0.020304,0.020290,1.802010,1.806360,-0.067761,0.241400
136,1358066264,45.651648,9.277925,0.021089,0.021080,1.823099,1.827440,-0.042509,0.238115
137,1358066269,45.651512,9.278035,0.017333,0.017290,1.840432,1.844730,-0.250007,0.233518
138,1358066274,45.651372,9.278178,0.019151,0.019040,1.859583,1.863770,-0.579297,0.225147
139,1358066279,45.651244,9.278308,0.017464,0.017510,1.877047,1.881280,0.262051,0.225491
140,1358066285,45.651120,9.278403,0.015601,0.015690,1.892648,1.896970,0.572497,0.228351
141,1358066292,45.650964,9.278516,0.019506,0.019610,1.912154,1.916580,0.531027,0.231439
142,1358066298,45.650835,9.278630,0.016774,0.016860,1.928928,1.933440,0.514173,0.233897
143,1358066305,45.650702,9.278785,0.019134,0.019140,1.948063,1.952580,0.029998,0.231895
144,1358066312,45.650564,9.278953,0.020085,0.020110,1.968148,1.972690,0.124081,0.230794
145,1358066318,45.650434,9.279109,0.018898,0.018970,1.987045,1.991660,0.383072,0.232243
146,1358066321,45.650375,9.279176,0.008374,0.008410,1.995420,2.000070,0.423550,0.233046
147,1358066324,45.650304,9.279245,0.009590,0.009610,2.005010,2.009680,0.211416,0.232942
148,1358066329,45.650201,9.279351,0.014100,0.014190,2.019109,2.023870,0.639599,0.235782
149,1358066333,45.650208,9.279488,0.010669,0.010870,2.029778,2.034740,1.886866,0.244460
150,1358066334,45.650215,9.279522,0.002798,0.002810,2.032576,2.037550,0.423498,0.244707
151,1358066337,45.650237,9.279607,0.006997,0.007030,2.039573,2.044580,0.470424,0.245481
152,1358066338,45.650229,9.279628,0.001805,0.001790,2.041379,2.046370,-0.849960,0.244512
153,1358066341,45.650168,9.279674,0.007747,0.007760,2.049126,2.054130,0.161824,0.244199
154,1358066342,45.650145,9.279694,0.002993,0.002990,2.052119,2.057120,-0.103755,0.243692
155,1358066347,45.650033,9.279786,0.014278,0.014280,2.066397,2.071400,0.012813,0.242097
156,1358066354,45.649883,9.279904,0.019062,0.019050,2.085459,2.090450,-0.061661,0.239320
157,1358066360,45.649765,9.279992,0.014825,0.014830,2.100284,2.105280,0.035383,0.237881
158,1358066365,45.649642,9.280117,0.016750,0.016780,2.117034,2.122060,0.180500,0.237427
159,1358066371,45.649512,9.280234,0.017075,0.017090,2.134109,2.139150,0.087410,0.236226
160,1358066377,45.649379,9.280372,0.018278,0.018270,2.152387,2.157420,-0.046089,0.233829
161,1358066382,45.649257,9.280444,0.014650,0.014710,2.167037,2.172130,0.409247,0.235015
162,1358066387,45.649158,9.280556,0.014090,0.014570,2.181127,2.186700,3.405286,0.255495
163,1358066394,45.649071,9.280789,0.020532,0.020620,2.201660,2.207320,0.426808,0.257093
164,1358066400,45.649028,9.280996,0.016796,0.016820,2.218456,2.224140,0.139598,0.256203
165,1358066406,45.648992,9.281205,0.016744,0.016790,2.235200,2.240930,0.274134,0.256337
166,1358066411,45.648957,9.281392,0.015000,0.015060,2.250200,2.255990,0.401932,0.257308
167,1358066416,45.648911,9.281573,0.014981,0.015130,2.265181,2.271120,0.994815,0.262186
168,1358066421,45.648864,9.281708,0.011733,0.011810,2.276914,2.282930,0.654538,0.264207
169,1358066426,45.648821,9.281834,0.010887,0.011000,2.287801,2.293930,1.037258,0.267886
170,1358066430,45.648800,9.281983,0.011805,0.011910,2.299606,2.305840,0.889063,0.271075
171,1358066435,45.648808,9.282161,0.013852,0.013910,2.313459,2.319750,0.416960,0.271948
172,1358066437,45.648820,9.282194,0.002912,0.003080,2.316371,2.322830,5.766910,0.278857
173,1358066439,45.648855,9.282221,0.004443,0.004430,2.320813,2.327260,-0.283677,0.277780
174,1358066445,45.648930,9.282248,0.008592,0.008560,2.329405,2.335820,-0.373083,0.275379
175,1358066446,45.648938,9.282246,0.000808,0.000730,2.330213,2.336550,-9.632694,0.271944
176,1358066450,45.649024,9.282265,0.009743,0.009670,2.339956,2.346220,-0.752710,0.267678
177,1358066456,45.649166,9.282305,0.016068,0.016100,2.356024,2.362320,0.201396,0.267226
178,1358066461,45.649297,9.282318,0.014598,0.014460,2.370623,2.376780,-0.948247,0.259741
179,1358066467,45.649434,9.282316,0.015234,0.015310,2.385857,2.392090,0.495982,0.261249
180,1358066473,45.649546,9.282344,0.012719,0.012700,2.398576,2.404790,-0.151829,0.259059
181,1358066479,45.649661,9.282372,0.012933,0.012920,2.411509,2.417710,-0.099097,0.257138
182,1358066486,45.649816,9.282389,0.017253,0.017290,2.428762,2.435000,0.213918,0.256831
183,1358066492,45.649962,9.282379,0.016274,0.016350,2.445036,2.451350,0.468744,0.258242
184,1358066497,45.650062,9.282395,0.011210,0.011190,2.456246,2.462540,-0.179545,0.256244
185,1358066503,45.650201,9.282431,0.015680,0.015690,2.471926,2.478230,0.063660,0.255022
186,1358066508,45.650340,9.282475,0.015830,0.016010,2.487756,2.494240,1.137351,0.260636
187,1358066513,45.650445,9.282460,0.011734,0.011250,2.499490,2.505490,-4.121001,0.240067
188,1358066519,45.650565,9.282497,0.013604,0.013660,2.513093,2.519150,0.412920,0.241003
189,1358066526,45.650689,9.282505,0.013878,0.013780,2.526971,2.532930,-0.703169,0.235818
190,1358066532,45.650799,9.282531,0.012319,0.012330,2.539290,2.545260,0.088205,0.235102
191,1358066537,45.650895,9.282534,0.010788,0.010760,2.550078,2.556020,-0.261890,0.232999
192,1358066542,45.650987,9.282540,0.010132,0.010130,2.560210,2.566150,-0.022188,0.231989
193,1358066544,45.651014,9.282535,0.003116,0.003050,2.563326,2.569200,-2.102519,0.229152
194,1358066547,45.651070,9.282537,0.006240,0.006170,2.569566,2.575370,-1.118693,0.225879
195,1358066553,45.651159,9.282555,0.009892,0.009920,2.579458,2.585290,0.278121,0.226079
196,1358066558,45.651247,9.282580,0.009995,0.010440,2.589453,2.595730,4.453984,0.242398
197,1358066563,45.651346,9.282578,0.011009,0.011180,2.600463,2.606910,1.549007,0.247930
198,1358066566,45.651392,9.282600,0.005391,0.005390,2.605853,2.612300,-0.011913,0.247392
199,1358066569,45.651445,9.282642,0.006730,0.006740,2.612584,2.619040,0.141640,0.247120
200,1358066574,45.651535,9.282715,0.011489,0.011510,2.624073,2.630550,0.185517,0.246850
201,1358066576,45.651564,9.282755,0.004509,0.004510,2.628581,2.635060,0.026199,0.246471
202,1358066580,45.651611,9.282850,0.009027,0.009030,2.637609,2.644090,0.030856,0.245733
203,1358066586,45.651643,9.282999,0.012176,0.012200,2.649784,2.656290,0.198002,0.245514
204,1358066591,45.651683,9.283157,0.013018,0.013000,2.662802,2.669290,-0.135998,0.243649
205,1358066596,45.651711,9.283317,0.012807,0.012800,2.675609,2.682090,-0.052603,0.242231
206,1358066601,45.651748,9.283450,0.011150,0.011100,2.686759,2.693190,-0.451529,0.239352
207,1358066608,45.651800,9.283634,0.015409,0.015500,2.702168,2.708690,0.590633,0.241355
208,1358066613,45.651890,9.283709,0.011605,0.011740,2.713773,2.720430,1.165222,0.245306
209,1358066618,45.652002,9.283782,0.013689,0.013670,2.727462,2.734100,-0.135590,0.243394
210,1358066623,45.652139,9.283873,0.016759,0.016740,2.744220,2.750840,-0.112729,0.241219
211,1358066627,45.652227,9.283927,0.010638,0.010570,2.754859,2.761410,-0.642535,0.237807
212,1358066632,45.652320,9.283904,0.010563,0.009610,2.765422,2.771020,-9.024789,0.202425
213,1358066637,45.652424,9.283969,0.012584,0.012610,2.778006,2.783630,0.207056,0.202446
214,1358066642,45.652544,9.284016,0.013851,0.013870,2.791857,2.797500,0.135662,0.202115
215,1358066648,45.652676,9.284174,0.019115,0.019300,2.810972,2.816800,0.967522,0.207320
216,1358066649,45.652686,9.284212,0.003109,0.003080,2.814081,2.819880,-0.941352,0.206050
217,1358066653,45.652692,9.284331,0.009297,0.009350,2.823378,2.829230,0.574664,0.207264
218,1358066654,45.652691,9.284355,0.001893,0.001890,2.825272,2.831120,-0.174847,0.207008
219,1358066659,45.652702,9.284493,0.010769,0.010840,2.836040,2.841960,0.658626,0.208723
220,1358066662,45.652690,9.284581,0.006986,0.007020,2.843027,2.848980,0.481269,0.209393
221,1358066665,45.652671,9.284649,0.005721,0.005720,2.848748,2.854700,-0.015484,0.208941
222,1358066668,45.652645,9.284720,0.006228,0.006260,2.854976,2.860960,0.509681,0.209597
223,1358066670,45.652628,9.284783,0.005255,0.005260,2.860232,2.866220,0.085907,0.209370
224,1358066675,45.652594,9.284919,0.011153,0.011180,2.871384,2.877400,0.242698,0.209499
225,1358066681,45.652552,9.285076,0.013103,0.013160,2.884487,2.890560,0.435301,0.210525
226,1358066688,45.652499,9.285244,0.014338,0.014390,2.898825,2.904950,0.364953,0.211289
227,1358066692,45.652482,9.285352,0.008615,0.008690,2.907440,2.913640,0.870470,0.213242
228,1358066696,45.652499,9.285446,0.007537,0.007680,2.914977,2.921320,1.905955,0.217619
229,1358066697,45.652509,9.285454,0.001316,0.001310,2.916292,2.922630,-0.437419,0.217323
230,1358066700,45.652564,9.285476,0.006337,0.006320,2.922630,2.928950,-0.274739,0.216256
231,1358066705,45.652645,9.285493,0.009091,0.008990,2.931721,2.937940,-1.111848,0.212138
232,1358066710,45.652743,9.285514,0.010984,0.011010,2.942705,2.948950,0.235848,0.212226
233,1358066715,45.652849,9.285557,0.012277,0.012240,2.954982,2.961190,-0.304675,0.210079
234,1358066720,45.652937,9.285601,0.010342,0.010370,2.965324,2.971560,0.273522,0.210300
235,1358066725,45.653037,9.285640,0.011498,0.011480,2.976822,2.983040,-0.154061,0.208893
236,1358066731,45.653147,9.285685,0.012722,0.012710,2.989543,2.995750,-0.092736,0.207609
237,1358066733,45.653185,9.285693,0.004313,0.004300,2.993856,3.000050,-0.293577,0.206887
238,1358066738,45.653271,9.285731,0.010005,0.009990,3.003861,3.010040,-0.147858,0.205706
239,1358066744,45.653373,9.285787,0.012135,0.012170,3.015995,3.022210,0.291719,0.206052
240,1358066751,45.653514,9.285833,0.016137,0.016100,3.032132,3.038310,-0.228163,0.203741
241,1358066757,45.653635,9.285899,0.014351,0.014370,3.046483,3.052680,0.131700,0.203401
242,1358066763,45.653765,9.285948,0.014973,0.014960,3.061456,3.067640,-0.087196,0.201980
243,1358066769,45.653883,9.286002,0.013763,0.013800,3.075219,3.081440,0.269344,0.202282
244,1358066775,45.654015,9.286044,0.014987,0.014990,3.090207,3.096430,0.018664,0.201391
245,1358066780,45.654117,9.286088,0.011923,0.011930,3.102130,3.108360,0.059941,0.200847
246,1358066786,45.654240,9.286135,0.014146,0.014210,3.116275,3.122570,0.454438,0.201998
247,1358066792,45.654345,9.286177,0.012125,0.012110,3.128401,3.134680,-0.127554,0.200721
248,1358066797,45.654427,9.286226,0.009880,0.009900,3.138280,3.144580,0.206674,0.200740
249,1358066805,45.654583,9.286295,0.018168,0.018240,3.156448,3.162820,0.396118,0.201864
250,1358066810,45.654687,9.286385,0.013497,0.013520,3.169945,3.176340,0.172263,0.201738
251,1358066815,45.654821,9.286419,0.015113,0.015120,3.185059,3.191460,0.042362,0.200982
252,1358066820,45.654942,9.286465,0.013907,0.013890,3.198965,3.205350,-0.119621,0.199588
253,1358066825,45.655070,9.286509,0.014645,0.014640,3.213611,3.219990,-0.037086,0.198510
254,1358066831,45.655208,9.286558,0.015781,0.015770,3.229392,3.235760,-0.072004,0.197188
255,1358066836,45.655322,9.286601,0.013092,0.013090,3.242484,3.248850,-0.013534,0.196337
256,1358066842,45.655453,9.286654,0.015157,0.015150,3.257641,3.264000,-0.046588,0.195207
257,1358066849,45.655625,9.286720,0.019814,0.019820,3.277455,3.283820,0.029383,0.194204
258,1358066854,45.655714,9.286792,0.011363,0.011790,3.288818,3.295610,3.754923,0.206507
259,1358066859,45.655715,9.286933,0.010967,0.011170,3.299785,3.306780,1.852726,0.211978
260,1358066864,45.655695,9.287078,0.011430,0.011590,3.311215,3.318370,1.401994,0.216086
261,1358066871,45.655664,9.287284,0.016425,0.016520,3.327640,3.334890,0.577389,0.217869
262,1358066877,45.655676,9.287442,0.012345,0.012730,3.339985,3.347620,3.123859,0.228610
263,1358066878,45.655693,9.287459,0.002265,0.002260,3.342250,3.349880,-0.252109,0.228284
264,1358066882,45.655758,9.287500,0.007903,0.008010,3.350153,3.357890,1.355502,0.230943
265,1358066887,45.655836,9.287533,0.009047,0.009030,3.359200,3.366920,-0.184205,0.229825
266,1358066892,45.655926,9.287574,0.010566,0.010530,3.369766,3.377450,-0.342521,0.228030
267,1358066897,45.656036,9.287603,0.012409,0.012410,3.382175,3.389860,0.010694,0.227233
268,1358066903,45.656200,9.287656,0.018674,0.018670,3.400848,3.408530,-0.020352,0.225874
269,1358066908,45.656321,9.287712,0.014166,0.014220,3.415014,3.422750,0.383530,0.226528
270,1358066912,45.656411,9.287735,0.010207,0.010250,3.425221,3.433000,0.420705,0.227106
271,1358066913,45.656430,9.287743,0.002188,0.002180,3.427409,3.435180,-0.348684,0.226739
272,1358066918,45.656537,9.287764,0.011967,0.011970,3.439376,3.447150,0.021908,0.226026
273,1358066923,45.656664,9.287783,0.014178,0.014180,3.453554,3.461330,0.013494,0.225154
274,1358066928,45.656818,9.287790,0.017110,0.017100,3.470665,3.478430,-0.061819,0.223739
275,1358066934,45.656978,9.287804,0.017844,0.017830,3.488509,3.496260,-0.077152,0.222200
276,1358066941,45.657122,9.287825,0.016107,0.016150,3.504615,3.512410,0.267059,0.222406
277,1358066948,45.657258,9.287845,0.015235,0.015260,3.519851,3.527670,0.161730,0.222143
278,1358066954,45.657382,9.287870,0.013905,0.014170,3.533755,3.541840,1.910224,0.228785
279,1358066958,45.657406,9.288012,0.011351,0.011690,3.545107,3.553530,2.982199,0.237602
280,1358066959,45.657406,9.288044,0.002495,0.002500,3.547602,3.556030,0.207760,0.237581
281,1358066964,45.657378,9.288195,0.012110,0.012180,3.559711,3.568210,0.580584,0.238748
282,1358066970,45.657378,9.288351,0.012148,0.012140,3.571859,3.580350,-0.061651,0.237726
283,1358066974,45.657390,9.288462,0.008732,0.008770,3.580591,3.589120,0.432960,0.238202
284,1358066976,45.657399,9.288509,0.003766,0.003770,3.584357,3.592890,0.111268,0.238069
285,1358066982,45.657452,9.288659,0.013035,0.013120,3.597392,3.606010,0.652117,0.239569
286,1358066988,45.657540,9.288777,0.013403,0.013420,3.610794,3.619430,0.128990,0.239159
287,1358066995,45.657627,9.288906,0.013915,0.013930,3.624710,3.633360,0.107174,0.238652
288,1358067000,45.657698,9.288989,0.010276,0.010260,3.634986,3.643620,-0.158088,0.237530
289,1358067006,45.657804,9.289088,0.014008,0.013940,3.648994,3.657560,-0.485249,0.234756
290,1358067011,45.657909,9.289146,0.012551,0.012520,3.661545,3.670080,-0.247928,0.233101
291,1358067017,45.658035,9.289222,0.015171,0.015190,3.676716,3.685270,0.125012,0.232655
292,1358067022,45.658127,9.289267,0.010838,0.010840,3.687554,3.696110,0.021075,0.232033
293,1358067029,45.658256,9.289345,0.015561,0.015590,3.703115,3.711700,0.184600,0.231834
